ID,site,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match,user.id
EBRF17,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF17,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF18,Elliot Bay,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF20,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF21,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
HPRF2,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF3,Victoria Harbour,Rockfish Guts,895,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF4,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF4B,Victoria Harbour,Rockfish Guts,896,BB,1-150,fiber,brown,278.91,yes,Can't get a good spectra without burning,Unknown,33,S
HPRF4,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF5,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF6,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF7,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF7,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF9,Victoria Harbour,Rockfish Guts,903,BB,1-150,fiber,blue,468.18,yes,Could be denim,Cellulose,33,N
HPRF10,Victoria Harbour,Rockfish Guts,904,BB,1-150,fiber,black,975.28,yes,,Cellulose,33,S
HPRF10,Victoria Harbour,Rockfish: Ingested Animals,905,BB,1-150,fiber,black,1072.29,yes,Can't get a good spectra without burning (looks like polyester),Unknown,33,S
HPRF12,Victoria Harbour,Rockfish Guts,909,BB,1-150,fiber,clear,1743.38,yes,,Cellulose,33,N
HPRF12,Victoria Harbour,Rockfish Guts,910,BB,1-150,fiber,red,658.68,yes,,Cellulose,33,N
HPRF12,Victoria Harbour,Rockfish: Ingested Animals,911,BB,1-150,fiber,black,304.73,yes,,Polyester,33,S
HPRF13,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF13,Victoria Harbour,Rockfish: Ingested Animals,912,BB,1-150,fiber,green,738.89,yes,,Cellulose,33,N
HPRF14,Victoria Harbour,Rockfish Guts,913,BB,1-150,fiber,black,425.74,yes,,Cellulose,33,S
HPRF14,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF15,Victoria Harbour,Rockfish Guts,914,BB,1-150,fiber,black,2691.61,yes,,Cellulose,33,N
HPRF17,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF17,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF18,Victoria Harbour,Rockfish Guts,,BB,1-150,fiber,black,1240.64,no,dropped,,33,N
HPRF18,Victoria Harbour,Rockfish Guts,916,BB,1-150,fiber,blue,595.23,yes,Could be denim,Cellulose,33,N
HPRF18,Victoria Harbour,Rockfish: Ingested Animals,917,BB,1-150,fiber,pink,1955.36,yes,,Cellulose,33,N
HPRF20,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF20,Victoria Harbour,Rockfish: Ingested Animals,922,BB,1-150,fiber,blue,682.62,yes,*this also represents the HPRF G20 >150um due to filtering problem,Cellulose,33,N
